team,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,+/-,team_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,+/-_opp,date,won
UTA,240,43,89,0.483,13,32,0.406,30,36,0.833,11,27,38,33,7,4,14,21,129,,OKC,240,48,86,0.558,14,32,0.438,24,28,0.857,7,31,38,36,8,10,15,29,134,,2024-01-18,0.0
MEM,240,39,85,0.459,14,34,0.412,11,17,0.647,8,26,34,22,9,4,14,23,103,,MIN,240,45,82,0.549,12,28,0.429,16,21,0.762,6,33,39,30,8,9,14,13,118,,2024-01-18,0.0
MIN,240,45,82,0.549,12,28,0.429,16,21,0.762,6,33,39,30,8,9,14,13,118,,MEM,240,39,85,0.459,14,34,0.412,11,17,0.647,8,26,34,22,9,4,14,23,103,,2024-01-18,1.0
IND,240,49,89,0.551,13,33,0.394,15,19,0.789,4,30,34,33,5,6,11,20,126,,SAC,240,44,85,0.518,15,37,0.405,18,32,0.563,8,30,38,27,7,6,11,20,121,,2024-01-18,1.0
SAC,240,44,85,0.518,15,37,0.405,18,32,0.563,8,30,38,27,7,6,11,20,121,,IND,240,49,89,0.551,13,33,0.394,15,19,0.789,4,30,34,33,5,6,11,20,126,,2024-01-18,0.0
SAS,240,47,84,0.56,15,32,0.469,11,17,0.647,7,27,34,36,9,3,13,17,120,,CHO,240,47,84,0.56,16,29,0.552,14,16,0.875,10,30,40,25,9,4,17,16,124,,2024-01-19,0.0
CHO,240,47,84,0.56,16,29,0.552,14,16,0.875,10,30,40,25,9,4,17,16,124,,SAS,240,47,84,0.56,15,32,0.469,11,17,0.647,7,27,34,36,9,3,13,17,120,,2024-01-19,1.0
PHI,240,42,87,0.483,13,30,0.433,27,29,0.931,16,26,42,23,11,5,7,23,124,,ORL,240,37,78,0.474,10,23,0.435,25,27,0.926,11,25,36,24,3,5,16,23,109,,2024-01-19,1.0
ORL,240,37,78,0.474,10,23,0.435,25,27,0.926,11,25,36,24,3,5,16,23,109,,PHI,240,42,87,0.483,13,30,0.433,27,29,0.931,16,26,42,23,11,5,7,23,124,,2024-01-19,0.0
DEN,240,42,81,0.519,8,31,0.258,10,13,0.769,10,37,47,20,0,3,9,13,102,,BOS,240,38,89,0.427,14,44,0.318,10,14,0.714,12,26,38,21,5,2,2,17,100,,2024-01-19,1.0
BOS,240,38,89,0.427,14,44,0.318,10,14,0.714,12,26,38,21,5,2,2,17,100,,DEN,240,42,81,0.519,8,31,0.258,10,13,0.769,10,37,47,20,0,3,9,13,102,,2024-01-19,0.0
ATL,240,40,87,0.46,15,35,0.429,14,17,0.824,9,29,38,23,6,2,13,20,109,,MIA,240,38,82,0.463,12,31,0.387,20,22,0.909,13,31,44,21,7,2,16,17,108,,2024-01-19,1.0
MIA,240,38,82,0.463,12,31,0.387,20,22,0.909,13,31,44,21,7,2,16,17,108,,ATL,240,40,87,0.46,15,35,0.429,14,17,0.824,9,29,38,23,6,2,13,20,109,,2024-01-19,0.0
PHO,240,46,93,0.495,15,41,0.366,16,21,0.762,7,41,48,32,7,3,8,17,123,,NOP,240,41,93,0.441,10,42,0.238,17,23,0.739,9,33,42,27,4,5,11,16,109,,2024-01-19,1.0
NOP,240,41,93,0.441,10,42,0.238,17,23,0.739,9,33,42,27,4,5,11,16,109,,PHO,240,46,93,0.495,15,41,0.366,16,21,0.762,7,41,48,32,7,3,8,17,123,,2024-01-19,0.0
IND,240,39,91,0.429,20,47,0.426,17,25,0.68,6,31,37,34,3,6,13,26,115,,POR,240,42,84,0.5,4,12,0.333,30,35,0.857,9,38,47,18,3,11,9,21,118,,2024-01-19,0.0
POR,240,42,84,0.5,4,12,0.333,30,35,0.857,9,38,47,18,3,11,9,21,118,,IND,240,39,91,0.429,20,47,0.426,17,25,0.68,6,31,37,34,3,6,13,26,115,,2024-01-19,1.0
BRK,240,50,95,0.526,19,47,0.404,11,14,0.786,8,33,41,31,10,4,8,17,130,,LAL,240,40,90,0.444,12,33,0.364,20,24,0.833,10,34,44,31,7,3,14,11,112,,2024-01-19,1.0
LAL,240,40,90,0.444,12,33,0.364,20,24,0.833,10,34,44,31,7,3,14,11,112,,BRK,240,50,95,0.526,19,47,0.404,11,14,0.786,8,33,41,31,10,4,8,17,130,,2024-01-19,0.0
MIL,240,47,85,0.553,12,32,0.375,35,49,0.714,8,41,49,30,6,6,10,18,141,,DET,240,44,94,0.468,21,37,0.568,26,32,0.813,9,31,40,30,6,2,8,30,135,,2024-01-20,1.0
DET,240,44,94,0.468,21,37,0.568,26,32,0.813,9,31,40,30,6,2,8,30,135,,MIL,240,47,85,0.553,12,32,0.375,35,49,0.714,8,41,49,30,6,6,10,18,141,,2024-01-20,0.0
PHI,240,36,85,0.424,5,25,0.2,20,24,0.833,6,40,46,21,7,6,10,12,97,,CHO,240,35,85,0.412,9,37,0.243,10,14,0.714,7,40,47,23,2,7,16,20,89,,2024-01-20,1.0
CHO,240,35,85,0.412,9,37,0.243,10,14,0.714,7,40,47,23,2,7,16,20,89,,PHI,240,36,85,0.424,5,25,0.2,20,24,0.833,6,40,46,21,7,6,10,12,97,,2024-01-20,0.0
SAS,240,51,96,0.531,12,31,0.387,17,23,0.739,14,35,49,38,6,10,17,19,131,,WAS,240,49,103,0.476,9,29,0.31,20,23,0.87,14,32,46,28,10,4,11,21,127,,2024-01-20,1.0
WAS,240,49,103,0.476,9,29,0.31,20,23,0.87,14,32,46,28,10,4,11,21,127,,SAS,240,51,96,0.531,12,31,0.387,17,23,0.739,14,35,49,38,6,10,17,19,131,,2024-01-20,0.0
CLE,240,43,85,0.506,16,43,0.372,14,16,0.875,4,45,49,32,7,6,13,16,116,,ATL,240,37,93,0.398,11,38,0.289,10,15,0.667,11,34,45,25,5,4,11,15,95,,2024-01-20,1.0
ATL,240,37,93,0.398,11,38,0.289,10,15,0.667,11,34,45,25,5,4,11,15,95,,CLE,240,43,85,0.506,16,43,0.372,14,16,0.875,4,45,49,32,7,6,13,16,116,,2024-01-20,0.0
TOR,240,38,92,0.413,11,34,0.324,13,23,0.565,11,20,31,29,10,5,10,18,100,,NYK,240,48,88,0.545,14,39,0.359,16,20,0.8,15,46,61,27,4,7,21,20,126,,2024-01-20,0.0
NYK,240,48,88,0.545,14,39,0.359,16,20,0.8,15,46,61,27,4,7,21,20,126,,TOR,240,38,92,0.413,11,34,0.324,13,23,0.565,11,20,31,29,10,5,10,18,100,,2024-01-20,1.0
MEM,240,32,75,0.427,13,42,0.31,19,23,0.826,3,29,32,28,6,4,15,13,96,,CHI,240,47,91,0.516,14,33,0.424,17,21,0.81,13,39,52,32,11,5,11,18,125,,2024-01-20,0.0
CHI,240,47,91,0.516,14,33,0.424,17,21,0.81,13,39,52,32,11,5,11,18,125,,MEM,240,32,75,0.427,13,42,0.31,19,23,0.826,3,29,32,28,6,4,15,13,96,,2024-01-20,1.0
UTA,265,48,105,0.457,13,43,0.302,17,22,0.773,16,43,59,28,4,8,17,24,126,,HOU,265,50,117,0.427,13,39,0.333,14,22,0.636,23,33,56,27,11,10,7,22,127,,2024-01-20,0.0
HOU,265,50,117,0.427,13,39,0.333,14,22,0.636,23,33,56,27,11,10,7,22,127,,UTA,265,48,105,0.457,13,43,0.302,17,22,0.773,16,43,59,28,4,8,17,24,126,,2024-01-20,1.0
OKC,240,32,81,0.395,8,24,0.333,30,35,0.857,9,28,37,21,12,4,8,20,102,,MIN,240,31,75,0.413,14,37,0.378,21,29,0.724,9,41,50,22,4,7,21,26,97,,2024-01-20,1.0
MIN,240,31,75,0.413,14,37,0.378,21,29,0.724,9,41,50,22,4,7,21,26,97,,OKC,240,32,81,0.395,8,24,0.333,30,35,0.857,9,28,37,21,12,4,8,20,102,,2024-01-20,0.0
BRK,240,44,90,0.489,14,39,0.359,12,16,0.75,6,30,36,29,6,5,12,21,114,,LAC,240,42,83,0.506,13,26,0.5,28,33,0.848,8,37,45,26,6,5,10,18,125,,2024-01-21,0.0
LAC,240,42,83,0.506,13,26,0.5,28,33,0.848,8,37,45,26,6,5,10,18,125,,BRK,240,44,90,0.489,14,39,0.359,12,16,0.75,6,30,36,29,6,5,12,21,114,,2024-01-21,1.0
MIA,240,30,80,0.375,12,37,0.324,15,18,0.833,12,24,36,22,9,1,14,22,87,,ORL,240,37,78,0.474,9,28,0.321,22,28,0.786,12,32,44,21,5,5,14,16,105,,2024-01-21,0.0
ORL,240,37,78,0.474,9,28,0.321,22,28,0.786,12,32,44,21,5,5,14,16,105,,MIA,240,30,80,0.375,12,37,0.324,15,18,0.833,12,24,36,22,9,1,14,22,87,,2024-01-21,1.0
DEN,240,43,88,0.489,8,22,0.364,19,28,0.679,13,37,50,29,9,11,13,16,113,,WAS,240,39,91,0.429,8,27,0.296,18,22,0.818,12,28,40,31,6,9,13,23,104,,2024-01-21,1.0
WAS,240,39,91,0.429,8,27,0.296,18,22,0.818,12,28,40,31,6,9,13,23,104,,DEN,240,43,88,0.489,8,22,0.364,19,28,0.679,13,37,50,29,9,11,13,16,113,,2024-01-21,0.0
BOS,240,43,98,0.439,17,47,0.362,13,18,0.722,16,39,55,31,10,12,16,17,116,,HOU,240,41,94,0.436,10,35,0.286,15,22,0.682,11,38,49,26,9,3,15,17,107,,2024-01-21,1.0
HOU,240,41,94,0.436,10,35,0.286,15,22,0.682,11,38,49,26,9,3,15,17,107,,BOS,240,43,98,0.439,17,47,0.362,13,18,0.722,16,39,55,31,10,12,16,17,116,,2024-01-21,0.0
IND,240,41,94,0.436,14,31,0.452,14,23,0.609,14,26,40,28,9,4,11,20,110,,PHO,240,47,82,0.573,8,25,0.32,15,18,0.833,6,38,44,25,7,5,16,24,117,,2024-01-21,0.0
PHO,240,47,82,0.573,8,25,0.32,15,18,0.833,6,38,44,25,7,5,16,24,117,,IND,240,41,94,0.436,14,31,0.452,14,23,0.609,14,26,40,28,9,4,11,20,110,,2024-01-21,1.0
POR,240,42,90,0.467,9,29,0.31,17,20,0.85,10,25,35,24,7,5,12,21,110,,LAL,240,47,86,0.547,13,33,0.394,27,29,0.931,10,35,45,28,9,6,12,18,134,,2024-01-21,0.0
LAL,240,47,86,0.547,13,33,0.394,27,29,0.931,10,35,45,28,9,6,12,18,134,,POR,240,42,90,0.467,9,29,0.31,17,20,0.85,10,25,35,24,7,5,12,21,110,,2024-01-21,1.0
MIL,240,42,94,0.447,10,39,0.256,28,34,0.824,10,39,49,26,7,8,9,22,122,,DET,240,40,89,0.449,10,30,0.333,23,29,0.793,6,36,42,25,4,9,10,25,113,,2024-01-22,1.0
DET,240,40,89,0.449,10,30,0.333,23,29,0.793,6,36,42,25,4,9,10,25,113,,MIL,240,42,94,0.447,10,39,0.256,28,34,0.824,10,39,49,26,7,8,9,22,122,,2024-01-22,0.0
CLE,240,45,80,0.563,20,38,0.526,16,22,0.727,9,30,39,29,10,4,9,20,126,,ORL,240,34,74,0.459,11,29,0.379,20,30,0.667,8,26,34,25,7,0,15,17,99,,2024-01-22,1.0
ORL,240,34,74,0.459,11,29,0.379,20,30,0.667,8,26,34,25,7,0,15,17,99,,CLE,240,45,80,0.563,20,38,0.526,16,22,0.727,9,30,39,29,10,4,9,20,126,,2024-01-22,0.0
SAS,240,43,93,0.462,13,41,0.317,24,27,0.889,13,30,43,29,3,3,8,22,123,,PHI,240,48,97,0.495,5,20,0.25,32,40,0.8,19,29,48,28,5,3,4,20,133,,2024-01-22,0.0
PHI,240,48,97,0.495,5,20,0.25,32,40,0.8,19,29,48,28,5,3,4,20,133,,SAS,240,43,93,0.462,13,41,0.317,24,27,0.889,13,30,43,29,3,3,8,22,123,,2024-01-22,1.0
MEM,240,44,95,0.463,13,34,0.382,7,12,0.583,19,28,47,30,11,8,15,15,108,,TOR,240,35,79,0.443,8,23,0.348,22,23,0.957,12,35,47,31,7,8,17,14,100,,2024-01-22,1.0
TOR,240,35,79,0.443,8,23,0.348,22,23,0.957,12,35,47,31,7,8,17,14,100,,MEM,240,44,95,0.463,13,34,0.382,7,12,0.583,19,28,47,30,11,8,15,15,108,,2024-01-22,0.0
CHO,240,50,88,0.568,14,37,0.378,14,18,0.778,7,28,35,30,8,4,10,20,128,,MIN,240,44,84,0.524,18,41,0.439,19,25,0.76,6,30,36,34,4,1,13,15,125,,2024-01-22,1.0
MIN,240,44,84,0.524,18,41,0.439,19,25,0.76,6,30,36,34,4,1,13,15,125,,CHO,240,50,88,0.568,14,37,0.378,14,18,0.778,7,28,35,30,8,4,10,20,128,,2024-01-22,0.0
BOS,240,41,88,0.466,15,46,0.326,22,30,0.733,5,39,44,26,7,8,6,20,119,,DAL,240,43,97,0.443,14,40,0.35,10,14,0.714,10,38,48,24,4,4,10,20,110,,2024-01-22,1.0
DAL,240,43,97,0.443,14,40,0.35,10,14,0.714,10,38,48,24,4,4,10,20,110,,BOS,240,41,88,0.466,15,46,0.326,22,30,0.733,5,39,44,26,7,8,6,20,119,,2024-01-22,0.0
CHI,240,45,93,0.484,14,37,0.378,9,14,0.643,14,33,47,25,6,4,10,18,113,,PHO,240,44,85,0.518,14,34,0.412,13,17,0.765,5,34,39,32,5,5,7,13,115,,2024-01-22,0.0
PHO,240,44,85,0.518,14,34,0.412,13,17,0.765,5,34,39,32,5,5,7,13,115,,CHI,240,45,93,0.484,14,37,0.378,9,14,0.643,14,33,47,25,6,4,10,18,113,,2024-01-22,1.0
ATL,240,36,93,0.387,14,40,0.35,21,27,0.778,13,37,50,19,2,7,12,19,107,,SAC,240,43,93,0.462,12,38,0.316,24,27,0.889,10,41,51,22,8,2,8,21,122,,2024-01-22,0.0
SAC,240,43,93,0.462,12,38,0.316,24,27,0.889,10,41,51,22,8,2,8,21,122,,ATL,240,36,93,0.387,14,40,0.35,21,27,0.778,13,37,50,19,2,7,12,19,107,,2024-01-22,1.0
DEN,240,44,88,0.5,11,33,0.333,15,17,0.882,11,31,42,22,5,9,10,17,114,,IND,240,43,87,0.494,5,21,0.238,18,21,0.857,7,31,38,24,4,1,10,16,109,,2024-01-23,1.0
IND,240,43,87,0.494,5,21,0.238,18,21,0.857,7,31,38,24,4,1,10,16,109,,DEN,240,44,88,0.5,11,33,0.333,15,17,0.882,11,31,42,22,5,9,10,17,114,,2024-01-23,0.0
NYK,240,40,86,0.465,10,29,0.345,18,19,0.947,11,31,42,21,8,8,13,13,108,,BRK,240,42,95,0.442,15,42,0.357,4,5,0.8,13,27,40,29,7,5,13,19,103,,2024-01-23,1.0
BRK,240,42,95,0.442,15,42,0.357,4,5,0.8,13,27,40,29,7,5,13,19,103,,NYK,240,40,86,0.465,10,29,0.345,18,19,0.947,11,31,42,21,8,8,13,13,108,,2024-01-23,0.0
UTA,240,43,92,0.467,12,36,0.333,26,32,0.813,6,32,38,27,4,8,8,15,124,,NOP,240,60,104,0.577,23,46,0.5,10,15,0.667,12,45,57,41,5,4,9,24,153,,2024-01-23,0.0
NOP,240,60,104,0.577,23,46,0.5,10,15,0.667,12,45,57,41,5,4,9,24,153,,UTA,240,43,92,0.467,12,36,0.333,26,32,0.813,6,32,38,27,4,8,8,15,124,,2024-01-23,1.0
POR,240,37,86,0.43,18,39,0.462,17,21,0.81,12,34,46,27,6,6,19,19,109,,OKC,240,43,89,0.483,7,23,0.304,18,28,0.643,10,33,43,23,9,10,12,18,111,,2024-01-23,0.0
OKC,240,43,89,0.483,7,23,0.304,18,28,0.643,10,33,43,23,9,10,12,18,111,,POR,240,37,86,0.43,18,39,0.462,17,21,0.81,12,34,46,27,6,6,19,19,109,,2024-01-23,1.0
LAL,240,45,92,0.489,11,32,0.344,15,22,0.682,13,28,41,27,9,8,15,15,116,,LAC,240,52,88,0.591,14,27,0.519,9,12,0.75,6,30,36,33,8,5,14,17,127,,2024-01-23,0.0
LAC,240,52,88,0.591,14,27,0.519,9,12,0.75,6,30,36,33,8,5,14,17,127,,LAL,240,45,92,0.489,11,32,0.344,15,22,0.682,13,28,41,27,9,8,15,15,116,,2024-01-23,1.0
CHO,240,38,87,0.437,15,38,0.395,15,19,0.789,9,39,48,27,5,5,11,22,106,,DET,240,43,86,0.5,15,38,0.395,12,20,0.6,5,39,44,26,4,0,11,17,113,,2024-01-24,0.0
DET,240,43,86,0.5,15,38,0.395,12,20,0.6,5,39,44,26,4,0,11,17,113,,CHO,240,38,87,0.437,15,38,0.395,15,19,0.789,9,39,48,27,5,5,11,22,106,,2024-01-24,1.0
MIN,240,42,100,0.42,9,32,0.281,25,29,0.862,15,33,48,26,8,7,7,22,118,,WAS,240,37,77,0.481,10,24,0.417,23,29,0.793,7,42,49,31,2,3,21,22,107,,2024-01-24,1.0
WAS,240,37,77,0.481,10,24,0.417,23,29,0.793,7,42,49,31,2,3,21,22,107,,MIN,240,42,100,0.42,9,32,0.281,25,29,0.862,15,33,48,26,8,7,7,22,118,,2024-01-24,0.0
MEM,240,36,80,0.45,17,36,0.472,16,19,0.842,7,37,44,30,8,6,18,19,105,,MIA,240,33,82,0.402,11,34,0.324,19,25,0.76,11,33,44,21,9,9,17,17,96,,2024-01-24,1.0
MIA,240,33,82,0.402,11,34,0.324,19,25,0.76,11,33,44,21,9,9,17,17,96,,MEM,240,36,80,0.45,17,36,0.472,16,19,0.842,7,37,44,30,8,6,18,19,105,,2024-01-24,0.0
POR,265,50,98,0.51,15,35,0.429,22,24,0.917,13,35,48,31,6,4,12,18,137,,HOU,265,50,94,0.532,12,36,0.333,19,22,0.864,8,29,37,29,8,6,8,19,131,,2024-01-24,1.0
HOU,265,50,94,0.532,12,36,0.333,19,22,0.864,8,29,37,29,8,6,8,19,131,,POR,265,50,98,0.51,15,35,0.429,22,24,0.917,13,35,48,31,6,4,12,18,137,,2024-01-24,0.0
CLE,240,46,91,0.505,13,38,0.342,11,15,0.733,6,33,39,26,5,2,12,18,116,,MIL,240,45,90,0.5,11,29,0.379,25,28,0.893,10,36,46,24,9,3,11,16,126,,2024-01-24,0.0
MIL,240,45,90,0.5,11,29,0.379,25,28,0.893,10,36,46,24,9,3,11,16,126,,CLE,240,46,91,0.505,13,38,0.342,11,15,0.733,6,33,39,26,5,2,12,18,116,,2024-01-24,1.0
PHO,240,51,85,0.6,14,34,0.412,16,22,0.727,11,38,49,30,10,4,15,20,132,,DAL,240,41,89,0.461,17,43,0.395,10,18,0.556,10,23,33,25,4,3,14,16,109,,2024-01-24,1.0
DAL,240,41,89,0.461,17,43,0.395,10,18,0.556,10,23,33,25,4,3,14,16,109,,PHO,240,51,85,0.6,14,34,0.412,16,22,0.727,11,38,49,30,10,4,15,20,132,,2024-01-24,0.0
OKC,240,54,96,0.563,18,40,0.45,14,16,0.875,16,31,47,36,11,8,15,20,140,,SAS,240,43,86,0.5,9,32,0.281,19,25,0.76,12,26,38,30,7,11,18,14,114,,2024-01-24,1.0
SAS,240,43,86,0.5,9,32,0.281,19,25,0.76,12,26,38,30,7,11,18,14,114,,OKC,240,54,96,0.563,18,40,0.45,14,16,0.875,16,31,47,36,11,8,15,20,140,,2024-01-24,0.0
ATL,240,39,94,0.415,14,43,0.326,20,26,0.769,13,32,45,30,7,2,10,16,112,,GSW,240,51,91,0.56,16,33,0.485,16,22,0.727,11,38,49,26,6,9,10,18,134,,2024-01-24,0.0
GSW,240,51,91,0.56,16,33,0.485,16,22,0.727,11,38,49,26,6,9,10,18,134,,ATL,240,39,94,0.415,14,43,0.326,20,26,0.769,13,32,45,30,7,2,10,16,112,,2024-01-24,1.0
PHI,240,42,87,0.483,7,29,0.241,31,43,0.721,6,25,31,24,13,6,12,20,122,,IND,240,53,93,0.57,12,28,0.429,16,21,0.762,12,43,55,35,6,8,21,33,134,,2024-01-25,0.0
IND,240,53,93,0.57,12,28,0.429,16,21,0.762,12,43,55,35,6,8,21,33,134,,PHI,240,42,87,0.483,7,29,0.241,31,43,0.721,6,25,31,24,13,6,12,20,122,,2024-01-25,1.0
UTA,240,50,97,0.515,13,31,0.419,10,12,0.833,13,39,52,34,6,2,15,19,123,,WAS,240,43,88,0.489,7,30,0.233,15,20,0.75,5,30,35,33,11,7,11,14,108,,2024-01-25,1.0
WAS,240,43,88,0.489,7,30,0.233,15,20,0.75,5,30,35,33,11,7,11,14,108,,UTA,240,50,97,0.515,13,31,0.419,10,12,0.833,13,39,52,34,6,2,15,19,123,,2024-01-25,0.0
MIN,240,37,75,0.493,10,21,0.476,12,16,0.75,5,33,38,24,6,4,14,17,96,,BRK,240,35,77,0.455,10,33,0.303,14,16,0.875,5,27,32,22,7,3,13,15,94,,2024-01-25,1.0
BRK,240,35,77,0.455,10,33,0.303,14,16,0.875,5,27,32,22,7,3,13,15,94,,MIN,240,37,75,0.493,10,21,0.476,12,16,0.75,5,33,38,24,6,4,14,17,96,,2024-01-25,0.0
BOS,240,51,80,0.638,22,40,0.55,19,20,0.95,6,41,47,36,4,5,11,10,143,,MIA,240,42,94,0.447,16,42,0.381,10,13,0.769,11,20,31,25,7,1,4,12,110,,2024-01-25,1.0
MIA,240,42,94,0.447,16,42,0.381,10,13,0.769,11,20,31,25,7,1,4,12,110,,BOS,240,51,80,0.638,22,40,0.55,19,20,0.95,6,41,47,36,4,5,11,10,143,,2024-01-25,0.0
DEN,240,34,84,0.405,5,26,0.192,11,13,0.846,13,27,40,20,2,2,19,20,84,,NYK,240,45,85,0.529,15,38,0.395,17,20,0.85,12,32,44,26,12,3,8,14,122,,2024-01-25,0.0
NYK,240,45,85,0.529,15,38,0.395,17,20,0.85,12,32,44,26,12,3,8,14,122,,DEN,240,34,84,0.405,5,26,0.192,11,13,0.846,13,27,40,20,2,2,19,20,84,,2024-01-25,1.0
SAC,240,48,91,0.527,22,48,0.458,16,19,0.842,8,26,34,33,8,5,10,21,134,,GSW,240,48,86,0.558,19,37,0.514,18,23,0.783,6,27,33,30,7,3,13,19,133,,2024-01-25,1.0
GSW,240,48,86,0.558,19,37,0.514,18,23,0.783,6,27,33,30,7,3,13,19,133,,SAC,240,48,91,0.527,22,48,0.458,16,19,0.842,8,26,34,33,8,5,10,21,134,,2024-01-25,0.0
CHI,240,47,88,0.534,12,37,0.324,26,29,0.897,12,27,39,27,7,6,16,18,132,,LAL,240,53,87,0.609,20,31,0.645,15,20,0.75,5,25,30,35,10,4,12,21,141,,2024-01-25,0.0
LAL,240,53,87,0.609,20,31,0.645,15,20,0.75,5,25,30,35,10,4,12,21,141,,CHI,240,47,88,0.534,12,37,0.324,26,29,0.897,12,27,39,27,7,6,16,18,132,,2024-01-25,1.0
DAL,240,51,85,0.6,19,35,0.543,27,32,0.844,6,31,37,28,3,5,13,25,148,,ATL,240,51,97,0.526,15,34,0.441,26,30,0.867,12,24,36,32,7,2,7,24,143,,2024-01-26,1.0
ATL,240,51,97,0.526,15,34,0.441,26,30,0.867,12,24,36,32,7,2,7,24,143,,DAL,240,51,85,0.6,19,35,0.543,27,32,0.844,6,31,37,28,3,5,13,25,148,,2024-01-26,0.0
HOU,240,50,89,0.562,13,33,0.394,25,31,0.806,11,42,53,34,7,10,12,20,138,,CHO,240,35,85,0.412,9,29,0.31,25,32,0.781,5,27,32,20,6,7,13,25,104,,2024-01-26,1.0
CHO,240,35,85,0.412,9,29,0.31,25,32,0.781,5,27,32,20,6,7,13,25,104,,HOU,240,50,89,0.562,13,33,0.394,25,31,0.806,11,42,53,34,7,10,12,20,138,,2024-01-26,0.0
PHO,240,51,89,0.573,13,30,0.433,16,18,0.889,7,31,38,24,8,5,20,17,131,,IND,240,58,109,0.532,8,26,0.308,9,15,0.6,21,27,48,34,8,3,12,17,133,,2024-01-26,0.0
IND,240,58,109,0.532,8,26,0.308,9,15,0.6,21,27,48,34,8,3,12,17,133,,PHO,240,51,89,0.573,13,30,0.433,16,18,0.889,7,31,38,24,8,5,20,17,131,,2024-01-26,1.0
LAC,240,48,95,0.505,9,32,0.281,22,24,0.917,12,38,50,29,6,7,10,17,127,,TOR,240,44,96,0.458,6,32,0.188,13,22,0.591,15,30,45,26,6,3,11,18,107,,2024-01-26,1.0
TOR,240,44,96,0.458,6,32,0.188,13,22,0.591,15,30,45,26,6,3,11,18,107,,LAC,240,48,95,0.505,9,32,0.281,22,24,0.917,12,38,50,29,6,7,10,17,127,,2024-01-26,0.0
ORL,240,38,81,0.469,9,34,0.265,21,29,0.724,9,31,40,21,8,4,11,14,106,,MEM,240,42,90,0.467,15,41,0.366,8,13,0.615,9,34,43,30,9,7,13,21,107,,2024-01-26,0.0
MEM,240,42,90,0.467,15,41,0.366,8,13,0.615,9,34,43,30,9,7,13,21,107,,ORL,240,38,81,0.469,9,34,0.265,21,29,0.724,9,31,40,21,8,4,11,14,106,,2024-01-26,1.0
CLE,240,38,92,0.413,14,36,0.389,22,31,0.71,15,36,51,20,7,8,13,22,112,,MIL,240,35,87,0.402,13,34,0.382,17,24,0.708,12,39,51,21,6,4,18,24,100,,2024-01-26,1.0
MIL,240,35,87,0.402,13,34,0.382,17,24,0.708,12,39,51,21,6,4,18,24,100,,CLE,240,38,92,0.413,14,36,0.389,22,31,0.71,15,36,51,20,7,8,13,22,112,,2024-01-26,0.0
OKC,240,42,88,0.477,10,33,0.303,13,14,0.929,6,39,45,22,11,5,11,11,107,,NOP,240,32,82,0.39,9,36,0.25,10,14,0.714,8,33,41,24,9,5,20,16,83,,2024-01-26,1.0
NOP,240,32,82,0.39,9,36,0.25,10,14,0.714,8,33,41,24,9,5,20,16,83,,OKC,240,42,88,0.477,10,33,0.303,13,14,0.929,6,39,45,22,11,5,11,11,107,,2024-01-26,0.0
POR,240,38,90,0.422,10,37,0.27,14,19,0.737,8,29,37,23,11,3,13,20,100,,SAS,240,42,92,0.457,10,34,0.294,22,26,0.846,17,42,59,30,12,5,17,11,116,,2024-01-26,0.0
SAS,240,42,92,0.457,10,34,0.294,22,26,0.846,17,42,59,30,12,5,17,11,116,,POR,240,38,90,0.422,10,37,0.27,14,19,0.737,8,29,37,23,11,3,13,20,100,,2024-01-26,1.0
WAS,240,45,100,0.45,11,34,0.324,17,21,0.81,16,34,50,26,10,4,9,19,118,,DET,240,37,85,0.435,9,32,0.281,21,27,0.778,11,34,45,22,2,8,17,20,104,,2024-01-27,1.0
DET,240,37,85,0.435,9,32,0.281,21,27,0.778,11,34,45,22,2,8,17,20,104,,WAS,240,45,100,0.45,11,34,0.324,17,21,0.81,16,34,50,26,10,4,9,19,118,,2024-01-27,0.0
MIA,240,41,88,0.466,14,37,0.378,13,16,0.813,8,30,38,26,6,4,8,18,109,,NYK,240,45,87,0.517,17,33,0.515,18,26,0.692,11,35,46,25,6,3,7,15,125,,2024-01-27,0.0
NYK,240,45,87,0.517,17,33,0.515,18,26,0.692,11,35,46,25,6,3,7,15,125,,MIA,240,41,88,0.466,14,37,0.378,13,16,0.813,8,30,38,26,6,4,8,18,109,,2024-01-27,1.0
PHI,240,43,81,0.531,6,22,0.273,13,16,0.813,6,33,39,25,5,6,11,29,105,,DEN,240,37,82,0.451,13,37,0.351,24,38,0.632,13,31,44,25,5,3,7,15,111,,2024-01-27,0.0
DEN,240,37,82,0.451,13,37,0.351,24,38,0.632,13,31,44,25,5,3,7,15,111,,PHI,240,43,81,0.531,6,22,0.273,13,16,0.813,6,33,39,25,5,6,11,29,105,,2024-01-27,1.0
HOU,240,37,94,0.394,10,37,0.27,20,23,0.87,15,40,55,20,6,3,17,29,104,,BRK,240,36,74,0.486,12,34,0.353,22,37,0.595,2,38,40,24,11,6,19,22,106,,2024-01-27,0.0
